"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"16","Bill Freehan","DET","9.0","0.0","3%","1.2","136","492","47","115","12","46","5","40",".234",".294",".352",".646","0","0","0","0","0","0","0","0","0","0","0","0",1966
"17","Andy Etchebarren","BAL","7.0","0.0","3%","1.3","121","412","49","91","11","50","0","38",".221",".293",".364",".657","0","0","0","0","0","0","0","0","0","0","0","0",1966
"18","Bobby Knoop","CAL","6.0","0.0","2%","3.0","161","590","54","137","17","72","1","43",".232",".282",".386",".669","0","0","0","0","0","0","0","0","0","0","0","0",1966
"19","Mickey Mantle","NYY","5.0","0.0","2%","3.6","108","333","40","96","23","56","1","57",".288",".389",".538",".927","0","0","0","0","0","0","0","0","0","0","0","0",1966
"19","Tom Tresh","NYY","5.0","0.0","2%","5.4","151","537","76","125","27","68","5","86",".233",".341",".421",".762","0","0","0","0","0","0","0","0","0","0","0","0",1966
"21","Willie Horton","DET","4.0","0.0","1%","2.3","146","526","72","138","27","100","1","44",".262",".321",".481",".802","0","0","0","0","0","0","0","0","0","0","0","0",1966
"21","Rick Reichardt","CAL","4.0","0.0","1%","2.2","89","319","48","92","16","44","8","27",".288",".367",".480",".846","0","0","0","0","0","0","0","0","0","0","0","0",1966
"21","Jack Sanford","CAL","4.0","0.0","1%","0.2","50","22","1","3","0","1","0","2",".136",".200",".227",".427","13","7","3.83","1.250","50","6","5","108.0","108","11","27","54",1966
"21","Fred Valentine","WSA","4.0","0.0","1%","3.5","146","508","77","140","16","59","22","51",".276",".351",".455",".806","0","0","0","0","0","0","0","0","0","0","0","0",1966
"21","Leon Wagner","CLE","4.0","0.0","1%","1.7","150","549","70","153","23","66","5","46",".279",".334",".441",".775","0","0","0","0","0","0","0","0","0","0","0","0",1966
"26","Pete Richert","WSA","3.0","0.0","1%","2.5","43","86","12","14","1","6","0","2",".163",".191",".244",".435","14","14","3.37","1.079","36","34","0","245.2","196","36","69","195",1966
"27","Joe Pepitone","NYY","2.0","0.0","1%","2.7","152","585","85","149","31","83","4","29",".255",".290",".463",".753","0","0","0","0","0","0","0","0","0","0","0","0",1966
"28","Tony Conigliaro","BOS","1.0","0.0","0%","2.5","150","558","77","148","28","93","0","52",".265",".330",".487",".817","0","0","0","0","0","0","0","0","0","0","0","0",1966
"28","Jim Fregosi","CAL","1.0","0.0","0%","5.6","162","611","78","154","13","67","17","67",".252",".325",".391",".716","0","0","0","0","0","0","0","0","0","0","0","0",1966
"28","Sonny Siebert","CLE","1.0","0.0","0%","4.6","34","85","4","11","0","3","0","1",".129",".138",".153",".291","16","8","2.80","1.058","34","32","1","241.0","193","25","62","163",1966
"28","Carl Yastrzemski","BOS","1.0","0.0","0%","5.5","160","594","81","165","16","80","8","84",".278",".368",".431",".799","0","0","0","0","0","0","0","0","0","0","0","0",1966
"1","Carl Yastrzemski","BOS","275.0","19.0","98%","12.5","161","579","112","189","44","121","10","91",".326",".418",".622","1.040","0","0","0","0","0","0","0","0","0","0","0","0",1967
"2","Harmon Killebrew","MIN","161.0","0.0","58%","6.5","163","547","105","147","44","113","1","131",".269",".408",".558",".965","0","0","0","0","0","0","0","0","0","0","0","0",1967
"3","Bill Freehan","DET","137.0","0.0","49%","6.1","155","517","66","146","20","74","1","73",".282",".389",".447",".835","0","0","0","0","0","0","0","0","0","0","0","0",1967
"4","Joe Horlen","CHW","91.0","0.0","33%","5.6","51","83","8","14","0","5","0","1",".169",".186",".181",".367","19","7","2.06","0.953","35","35","0","258.0","188","13","58","103",1967
"5","Al Kaline","DET","88.0","0.0","31%","7.5","131","458","94","141","25","78","8","83",".308",".411",".541",".952","0","0","0","0","0","0","0","0","0","0","0","0",1967
"6","Jim Lonborg","BOS","82.0","0.0","29%","3.9","39","99","7","14","0","8","1","4",".141",".175",".172",".346","22","9","3.16","1.138","39","39","0","273.1","228","23","83","246",1967
"7","Jim Fregosi","CAL","70.0","0.0","25%","5.4","151","590","75","171","9","56","9","49",".290",".349",".395",".744","0","0","0","0","0","0","0","0","0","0","0","0",1967
"7","Cesar Tovar","MIN","70.0","1.0","25%","2.4","164","649","98","173","6","47","19","46",".267",".325",".365",".691","0","0","0","0","0","0","0","0","0","0","0","0",1967
"9","Gary Peters","CHW","37.0","0.0","13%","4.5","48","99","10","21","2","13","0","2",".212",".243",".313",".556","16","11","2.28","1.069","38","36","0","260.0","187","15","91","215",1967
"10","George Scott","BOS","33.0","0.0","12%","4.4","159","565","74","171","19","82","10","63",".303",".373",".465",".839","0","0","0","0","0","0","0","0","0","0","0","0",1967
"11","Frank Robinson","BAL","31.0","0.0","11%","5.4","129","479","83","149","30","94","2","71",".311",".403",".576",".979","0","0","0","0","0","0","0","0","0","0","0","0",1967
"12","Earl Wilson","DET","20.0","0.0","7%","3.0","52","108","8","20","4","15","0","8",".185",".248",".315",".563","22","11","3.27","1.167","39","38","0","264.0","216","34","92","184",1967
"13","Dean Chance","MIN","19.0","0.0","7%","5.0","41","92","2","3","0","0","0","7",".033",".119",".033",".151","20","14","2.73","1.100","41","39","1","283.2","244","17","68","220",1967
"14","Ron Hansen","CHW","13.0","0.0","5%","2.4","157","498","35","116","8","51","0","64",".233",".317",".321",".638","0","0","0","0","0","0","0","0","0","0","0","0",1967
"15","Jerry Adair","TOT","11.0","0.0","4%","1.6","117","414","47","112","3","35","1","17",".271",".302",".338",".640","0","0","0","0","0","0","0","0","0","0","0","0",1967
"16","Paul Blair","BAL","9.0","0.0","3%","6.8","151","552","72","162","11","64","8","50",".293",".353",".446",".799","0","0","0","0","0","0","0","0","0","0","0","0",1967
"17","Elston Howard","TOT","7.0","0.0","3%","-1.3","108","315","22","56","4","28","0","21",".178",".233",".244",".478","0","0","0","0","0","0","0","0","0","0","0","0",1967
"17","Rico Petrocelli","BOS","7.0","0.0","3%","4.1","142","491","53","127","17","66","2","49",".259",".330",".420",".750","0","0","0","0","0","0","0","0","0","0","0","0",1967
"19","Tony Oliva","MIN","6.0","0.0","2%","4.2","146","557","76","161","17","83","11","44",".289",".347",".463",".810","0","0","0","0","0","0","0","0","0","0","0","0",1967
"20","Jim Kaat","MIN","4.0","0.0","1%","4.6","45","99","7","17","1","4","0","7",".172",".226",".253",".479","16","13","3.04","1.181","42","38","0","263.1","269","21","42","211",1967
"21","Paul Casanova","WSA","3.0","0.0","1%","2.1","141","528","47","131","9","53","1","17",".248",".273",".339",".612","0","0","0","0","0","0","0","0","0","0","0","0",1967
"21","Don Mincher","CAL","3.0","0.0","1%","4.4","147","487","81","133","25","76","0","69",".273",".367",".487",".854","0","0","0","0","0","0","0","0","0","0","0","0",1967
"23","Mickey Lolich","DET","2.0","0.0","1%","3.2","32","61","4","12","0","4","0","7",".197",".279",".197",".476","14","13","3.04","1.083","31","30","0","204.0","165","14","56","174",1967
"24","Minnie Rojas","CAL","1.0","0.0","0%","0.7","72","17","0","1","0","1","0","1",".059",".111",".059",".170","12","9","2.52","1.184","72","0","27","121.2","106","7","38","83",1967
"1","Denny McLain","DET","280.0","20.0","100%","7.4","44","111","7","18","0","4","0","1",".162",".170",".189",".359","31","6","1.96","0.905","41","41","0","336.0","241","31","63","280",1968
"2","Bill Freehan","DET","161.0","0.0","58%","6.9","155","540","73","142","25","84","0","65",".263",".366",".454",".819","0","0","0","0","0","0","0","0","0","0","0","0",1968
"3","Ken Harrelson","BOS","103.0","0.0","37%","5.1","150","535","79","147","35","109","2","69",".275",".356",".518",".874","0","0","0","0","0","0","0","0","0","0","0","0",1968
"4","Willie Horton","DET","102.0","0.0","36%","5.4","143","512","68","146","36","85","0","49",".285",".352",".543",".895","0","0","0","0","0","0","0","0","0","0","0","0",1968
"5","Dave McNally","BAL","78.0","0.0","28%","6.6","35","86","10","11","3","10","0","9",".128",".208",".244",".453","22","10","1.95","0.842","35","35","0","273.0","175","24","55","202",1968
"5","Luis Tiant","CLE","78.0","0.0","28%","7.9","34","87","4","7","0","3","0","0",".080",".080",".092",".172","21","9","1.60","0.871","34","32","0","258.1","152","16","73","264",1968
"7","Dick McAuliffe","DET","71.0","0.0","25%","5.6","151","570","95","142","16","56","8","82",".249",".344",".411",".755","0","0","0","0","0","0","0","0","0","0","0","0",1968
"8","Frank Howard","WSA","63.0","0.0","23%","4.6","158","598","79","164","44","106","0","54",".274",".338",".552",".890","0","0","0","0","0","0","0","0","0","0","0","0",1968
"9","Carl Yastrzemski","BOS","50.0","0.0","18%","10.5","157","539","90","162","23","74","13","119",".301",".426",".495",".922","0","0","0","0","0","0","0","0","0","0","0","0",1968
"10","Mel Stottlemyre","NYY","43.0","0.0","15%","5.6","36","91","4","13","0","5","0","8",".143",".210",".176",".386","21","12","2.45","1.105","36","36","0","278.2","243","21","65","140",1968
"11","Bert Campaneris","OAK","39.0","0.0","14%","6.6","159","642","87","177","4","38","62","50",".276",".330",".361",".692","0","0","0","0","0","0","0","0","0","0","0","0",1968
"12","Roy White","NYY","17.0","0.0","6%","4.4","159","577","89","154","17","62","20","73",".267",".350",".414",".764","0","0","0","0","0","0","0","0","0","0","0","0",1968
"13","Jim Northrup","DET","15.0","0.0","5%","5.9","154","580","76","153","21","90","4","50",".264",".324",".447",".770","0","0","0","0","0","0","0","0","0","0","0","0",1968
"14","Luis Aparicio","CHW","13.0","0.0","5%","3.4","155","622","55","164","4","36","17","33",".264",".302",".334",".636","0","0","0","0","0","0","0","0","0","0","0","0",1968
"15","Don Buford","BAL","11.0","0.0","4%","4.8","130","426","65","120","15","46","27","57",".282",".367",".437",".804","0","0","0","0","0","0","0","0","0","0","0","0",1968
"15","Jim Fregosi","CAL","11.0","0.0","4%","3.9","159","614","77","150","9","49","9","60",".244",".315",".365",".680","0","0","0","0","0","0","0","0","0","0","0","0",1968
"17","Reggie Jackson","OAK","8.0","0.0","3%","5.2","154","553","82","138","29","74","14","50",".250",".316",".452",".768","0","0","0","0","0","0","0","0","0","0","0","0",1968
"17","Brooks Robinson","BAL","8.0","0.0","3%","8.4","162","608","65","154","17","75","1","44",".253",".304",".416",".720","0","0","0","0","0","0","0","0","0","0","0","0",1968
"19","Danny Cater","OAK","5.0","0.0","2%","2.0","147","504","53","146","6","62","8","35",".290",".336",".393",".729","0","0","0","0","0","0","0","0","0","0","0","0",1968
"19","Tony Oliva","MIN","5.0","0.0","2%","3.8","128","470","54","136","18","68","10","45",".289",".357",".477",".833","0","0","0","0","0","0","0","0","0","0","0","0",1968
"21","Mike Andrews","BOS","4.0","0.0","1%","3.7","147","536","77","145","7","45","3","81",".271",".368",".354",".723","0","0","0","0","0","0","0","0","0","0","0","0",1968
"21","Boog Powell","BAL","4.0","0.0","1%","2.4","154","550","60","137","22","85","7","73",".249",".338",".411",".748","0","0","0","0","0","0","0","0","0","0","0","0",1968
"23","Norm Cash","DET","3.0","0.0","1%","3.5","127","411","50","108","25","63","1","39",".263",".329",".487",".816","0","0","0","0","0","0","0","0","0","0","0","0",1968
"23","Cesar Tovar","MIN","3.0","0.0","1%","4.8","157","613","89","167","6","47","35","34",".272",".326",".372",".698","0","0","0.00","1.000","1","1","0","1.0","0","0","1","1",1968
"25","Mickey Stanley","DET","2.0","0.0","1%","3.7","153","583","88","151","11","60","4","42",".259",".311",".364",".675","0","0","0","0","0","0","0","0","0","0","0","0",1968
"25","Wilbur Wood","CHW","2.0","0.0","1%","5.3","88","22","0","2","0","2","0","2",".091",".167",".091",".258","13","12","1.87","1.006","88","2","16","159.0","127","8","33","74",1968
"27","Ted Uhlaender","MIN","1.0","0.0","0%","1.9","140","488","52","138","7","52","16","28",".283",".324",".389",".714","0","0","0","0","0","0","0","0","0","0","0","0",1968
"1","Harmon Killebrew","MIN","294.0","16.0","88%","6.1","162","555","106","153","49","140","8","145",".276",".427",".584","1.011","0","0","0","0","0","0","0","0","0","0","0","0",1969
"2","Boog Powell","BAL","227.0","6.0","68%","5.8","152","533","83","162","37","121","1","72",".304",".383",".559",".942","0","0","0","0","0","0","0","0","0","0","0","0",1969
"3","Frank Robinson","BAL","162.0","2.0","48%","7.5","148","539","111","166","32","100","9","88",".308",".415",".540",".955","0","0","0","0","0","0","0","0","0","0","0","0",1969
"4","Frank Howard","WSA","115.0","0.0","34%","5.7","161","592","111","175","48","111","1","102",".296",".402",".574",".976","0","0","0","0","0","0","0","0","0","0","0","0",1969
"5","Reggie Jackson","OAK","110.0","0.0","33%","9.2","152","549","123","151","47","118","13","114",".275",".410",".608","1.018","0","0","0","0","0","0","0","0","0","0","0","0",1969
"6","Denny McLain","DET","85.0","0.0","25%","7.8","42","106","5","17","0","8","0","4",".160",".188",".160",".348","24","9","2.80","1.092","42","41","0","325.0","288","25","67","181",1969
"7","Rico Petrocelli","BOS","71.0","0.0","21%","10.0","154","535","92","159","40","97","3","98",".297",".403",".589",".992","0","0","0","0","0","0","0","0","0","0","0","0",1969
"8","Mike Cuellar","BAL","55.0","0.0","16%","3.9","39","103","6","12","0","5","0","0",".117",".114",".165",".279","23","11","2.38","1.005","39","39","0","290.2","213","18","79","182",1969
"9","Jim Perry","MIN","40.0","0.0","12%","6.5","47","93","8","16","0","7","0","3",".172",".204",".226",".430","20","6","2.82","1.185","46","36","0","261.2","244","18","66","153",1969
"10","Rod Carew","MIN","30.0","0.0","9%","5.5","123","458","79","152","8","56","19","37",".332",".386",".467",".853","0","0","0","0","0","0","0","0","0","0","0","0",1969
"11","Paul Blair","BAL","28.0","0.0","8%","7.1","150","625","102","178","26","76","20","40",".285",".327",".477",".804","0","0","0","0","0","0","0","0","0","0","0","0",1969
"12","Leo Cardenas","MIN","27.0","0.0","8%","5.1","160","578","67","162","10","70","5","66",".280",".353",".388",".741","0","0","0","0","0","0","0","0","0","0","0","0",1969
"13","Dave McNally","BAL","25.0","0.0","7%","2.0","41","94","4","8","1","5","0","8",".085",".157",".138",".295","20","7","3.22","1.176","41","40","0","268.2","232","21","84","166",1969
"13","Ron Perranoski","MIN","25.0","0.0","7%","4.4","75","24","1","2","0","1","0","2",".083",".154",".083",".237","9","10","2.11","1.145","75","0","31","119.2","85","4","52","62",1969
"15","Tony Oliva","MIN","21.0","0.0","6%","5.1","153","637","97","197","24","101","10","45",".309",".355",".496",".851","0","0","0","0","0","0","0","0","0","0","0","0",1969
"16","Sal Bando","OAK","18.0","0.0","5%","8.3","162","609","106","171","31","113","1","111",".281",".400",".484",".885","0","0","0","0","0","0","0","0","0","0","0","0",1969
"17","Cesar Tovar","MIN","9.0","0.0","3%","4.7","158","535","99","154","11","52","45","37",".288",".342",".415",".757","0","0","0","0","0","0","0","0","0","0","0","0",1969
"18","Mel Stottlemyre","NYY","8.0","0.0","2%","6.1","39","101","9","18","1","4","0","9",".178",".250",".248",".498","20","14","2.82","1.201","39","39","0","303.0","267","19","97","113",1969
"18","Carl Yastrzemski","BOS","8.0","0.0","2%","5.5","162","603","96","154","40","111","15","101",".255",".362",".507",".870","0","0","0","0","0","0","0","0","0","0","0","0",1969
"20","Ed Brinkman","WSA","7.0","0.0","2%","5.0","151","576","71","153","2","43","2","50",".266",".328",".325",".653","0","0","0","0","0","0","0","0","0","0","0","0",1969
"20","Jim Fregosi","CAL","7.0","0.0","2%","4.9","161","580","78","151","12","47","9","93",".260",".361",".381",".742","0","0","0","0","0","0","0","0","0","0","0","0",1969
"22","Reggie Smith","BOS","6.0","0.0","2%","4.8","143","543","87","168","25","93","7","54",".309",".368",".527",".895","0","0","0","0","0","0","0","0","0","0","0","0",1969
"23","Brooks Robinson","BAL","5.0","0.0","1%","4.1","156","598","73","140","23","84","2","56",".234",".298",".395",".693","0","0","0","0","0","0","0","0","0","0","0","0",1969
"23","Del Unser","WSA","5.0","0.0","1%","3.7","153","581","69","166","7","57","8","58",".286",".349",".382",".731","0","0","0","0","0","0","0","0","0","0","0","0",1969
"25","Mike Epstein","WSA","4.0","0.0","1%","4.2","131","403","73","112","30","85","2","85",".278",".414",".551",".965","0","0","0","0","0","0","0","0","0","0","0","0",1969
"26","Mike Andrews","BOS","3.0","0.0","1%","3.8","121","464","79","136","15","59","1","71",".293",".390",".455",".844","0","0","0","0","0","0","0","0","0","0","0","0",1969
"26","Dick Bosman","WSA","3.0","0.0","1%","4.5","32","64","3","6","0","4","0","7",".094",".183",".109",".292","14","5","2.19","1.010","31","26","1","193.0","156","11","39","99",1969
"26","Bill Freehan","DET","3.0","0.0","1%","2.4","143","489","61","128","16","49","1","53",".262",".342",".405",".747","0","0","0","0","0","0","0","0","0","0","0","0",1969
