"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"2","Albert Pujols","STL","279.0","1.0","62%","7.5","159","587","115","183","42","118","14","103",".312",".414",".596","1.011","","","","","","","","","","","","",2010
"3","Carlos Gonzalez","COL","240.0","0.0","54%","5.9","145","587","111","197","34","117","26","40",".336",".376",".598",".974","","","","","","","","","","","","",2010
"4","Adrian Gonzalez","SDP","197.0","0.0","44%","4.4","160","591","87","176","31","101","0","93",".298",".393",".511",".904","","","","","","","","","","","","",2010
"5","Troy Tulowitzki","COL","132.0","0.0","29%","6.7","122","470","89","148","27","95","11","48",".315",".381",".568",".949","","","","","","","","","","","","",2010
"6","Roy Halladay","PHI","130.0","0.0","29%","8.3","31","92","6","13","0","5","0","1",".141",".151",".141",".292","21","10","2.44","1.041","33","33","0","250.2","231","24","30","219",2010
"7","Aubrey Huff","SFG","70.0","0.0","16%","5.7","157","569","100","165","26","86","7","83",".290",".385",".506",".891","","","","","","","","","","","","",2010
"8","Jayson Werth","PHI","52.0","0.0","12%","4.5","156","554","106","164","27","85","13","82",".296",".388",".532",".921","","","","","","","","","","","","",2010
"9","Martin Prado","ATL","51.0","0.0","11%","5.0","140","599","100","184","15","66","5","40",".307",".350",".459",".809","","","","","","","","","","","","",2010
"10","Ryan Howard","PHI","50.0","0.0","11%","1.2","143","550","87","152","31","108","1","59",".276",".353",".505",".859","","","","","","","","","","","","",2010
"11","Buster Posey","SFG","40.0","0.0","9%","3.9","108","406","58","124","18","67","0","30",".305",".357",".505",".862","","","","","","","","","","","","",2010
"12","Matt Holliday","STL","32.0","0.0","7%","5.9","158","596","95","186","28","103","9","69",".312",".390",".532",".922","","","","","","","","","","","","",2010
"13","Brian Wilson","SFG","28.0","0.0","6%","2.7","69","5","0","0","0","0","0","0",".000",".000",".000",".000","3","3","1.81","1.179","70","0","48","74.2","62","3","26","93",2010
"14","Scott Rolen","CIN","26.0","0.0","6%","4.1","133","471","66","134","20","83","1","50",".285",".358",".497",".854","","","","","","","","","","","","",2010
"15","Ryan Braun","MIL","19.0","0.0","4%","5.7","157","619","101","188","25","103","14","56",".304",".365",".501",".866","","","","","","","","","","","","",2010
"16","Ryan Zimmerman","WSN","18.0","0.0","4%","6.2","142","525","85","161","25","85","4","69",".307",".388",".510",".899","","","","","","","","","","","","",2010
"17","Carlos Ruiz","PHI","12.0","0.0","3%","4.0","121","371","43","112","8","53","0","55",".302",".400",".447",".847","","","","","","","","","","","","",2010
"17","Dan Uggla","FLA","12.0","0.0","3%","4.3","159","589","100","169","33","105","4","78",".287",".369",".508",".877","","","","","","","","","","","","",2010
"17","Adam Wainwright","STL","12.0","0.0","3%","6.4","36","84","4","14","0","6","0","7",".167",".231",".226",".457","20","11","2.42","1.051","33","33","0","230.1","186","15","56","213",2010
"20","Jason Heyward","ATL","11.0","0.0","2%","6.4","142","520","83","144","18","72","11","91",".277",".393",".456",".849","","","","","","","","","","","","",2010
"21","Adam Dunn","WSN","9.0","0.0","2%","2.5","158","558","85","145","38","103","0","77",".260",".356",".536",".892","","","","","","","","","","","","",2010
"21","Brian McCann","ATL","9.0","0.0","2%","3.6","143","479","63","129","21","77","5","74",".269",".375",".453",".828","","","","","","","","","","","","",2010
"23","Ubaldo Jimenez","COL","7.0","0.0","2%","7.3","32","77","5","8","0","4","0","2",".104",".127",".104",".230","19","8","2.88","1.155","33","33","0","221.2","164","10","92","214",2010
"24","David Wright","NYM","3.0","0.0","1%","2.8","157","587","87","166","29","103","19","69",".283",".354",".503",".856","","","","","","","","","","","","",2010
"25","Heath Bell","SDP","2.0","0.0","0%","1.9","64","1","0","0","0","0","0","0",".000",".000",".000",".000","6","1","1.93","1.200","67","0","47","70.0","56","1","28","86",2010
"25","Corey Hart","MIL","2.0","0.0","0%","3.9","145","558","91","158","31","102","7","45",".283",".340",".525",".865","","","","","","","","","","","","",2010
"25","Josh Johnson","FLA","2.0","0.0","0%","6.6","27","59","0","5","0","4","0","1",".085",".100",".085",".185","11","6","2.30","1.105","28","28","0","183.2","155","7","48","186",2010
"1","Ryan Braun","MIL","388.0","20.0","87%","7.7","150","563","109","187","33","111","33","58",".332",".397",".597",".994","","","","","","","","","","","","",2011
"2","Matt Kemp","LAD","332.0","10.0","74%","8.0","161","602","115","195","39","126","40","74",".324",".399",".586",".986","","","","","","","","","","","","",2011
"3","Prince Fielder","MIL","229.0","1.0","51%","4.5","162","569","95","170","38","120","1","107",".299",".415",".566",".981","","","","","","","","","","","","",2011
"4","Justin Upton","ARI","214.0","1.0","48%","5.5","159","592","105","171","31","88","21","59",".289",".369",".529",".898","","","","","","","","","","","","",2011
"5","Albert Pujols","STL","166.0","0.0","37%","5.3","147","579","105","173","37","99","9","61",".299",".366",".541",".906","","","","","","","","","","","","",2011
"6","Joey Votto","CIN","135.0","0.0","30%","6.6","161","599","101","185","29","103","8","110",".309",".416",".531",".947","","","","","","","","","","","","",2011
"7","Lance Berkman","STL","118.0","0.0","26%","3.8","145","488","90","147","31","94","2","92",".301",".412",".547",".959","","","","","","","","","","","","",2011
"8","Troy Tulowitzki","COL","69.0","0.0","15%","6.2","143","537","81","162","30","105","9","59",".302",".372",".544",".916","","","","","","","","","","","","",2011
"9","Roy Halladay","PHI","52.0","0.0","12%","8.6","31","74","3","9","0","3","0","2",".122",".145",".149",".293","19","6","2.35","1.040","32","32","0","233.2","208","10","35","220",2011
"10","Ryan Howard","PHI","39.0","0.0","9%","1.2","152","557","81","141","33","116","1","75",".253",".346",".488",".835","","","","","","","","","","","","",2011
"11","Jose Reyes","NYM","31.0","0.0","7%","4.6","126","537","101","181","7","44","39","43",".337",".384",".493",".877","","","","","","","","","","","","",2011
"12","Clayton Kershaw","LAD","29.0","0.0","6%","7.4","32","71","10","16","0","4","0","3",".225",".267",".225",".492","21","5","2.28","0.977","33","33","0","233.1","174","15","54","248",2011
"13","Shane Victorino","PHI","18.0","0.0","4%","5.5","132","519","95","145","17","61","19","55",".279",".355",".491",".847","","","","","","","","","","","","",2011
"14","Ian Kennedy","ARI","16.0","0.0","4%","4.8","32","61","3","8","0","4","0","4",".131",".197",".180",".377","21","4","2.88","1.086","33","33","0","222.0","186","19","55","198",2011
"15","Cliff Lee","PHI","12.0","0.0","3%","9.0","34","75","6","15","2","7","1","1",".200",".208",".307",".514","17","8","2.40","1.027","32","32","0","232.2","197","18","42","238",2011
"16","Hunter Pence","TOT","10.0","0.0","2%","5.7","154","606","84","190","22","97","8","56",".314",".370",".502",".871","","","","","","","","","","","","",2011
"17","John Axford","MIL","7.0","0.0","2%","2.3","71","0","0","0","0","0","0","0","","","","","2","2","1.95","1.140","74","0","46","73.2","59","4","25","86",2011
"17","Pablo Sandoval","SFG","7.0","0.0","2%","6.0","117","426","55","134","23","70","2","32",".315",".357",".552",".909","","","","","","","","","","","","",2011
"19","Mike Morse","WSN","5.0","0.0","1%","3.4","146","522","73","158","31","95","2","36",".303",".360",".550",".910","","","","","","","","","","","","",2011
"20","Carlos Beltran","TOT","3.0","0.0","1%","4.5","142","520","78","156","22","84","4","71",".300",".385",".525",".910","","","","","","","","","","","","",2011
"21","Yadier Molina","STL","2.0","0.0","0%","2.9","139","475","55","145","14","65","4","33",".305",".349",".465",".814","","","","","","","","","","","","",2011
"21","Miguel Montero","ARI","2.0","0.0","0%","4.4","140","493","65","139","18","86","1","47",".282",".351",".469",".820","","","","","","","","","","","","",2011
"23","Starlin Castro","CHC","1.0","0.0","0%","3.2","158","674","91","207","10","66","22","35",".307",".341",".432",".773","","","","","","","","","","","","",2011
"23","Craig Kimbrel","ATL","1.0","0.0","0%","2.5","75","0","0","0","0","0","0","0","","","","","4","3","2.10","1.039","79","0","46","77.0","48","3","32","127",2011
"23","Carlos Ruiz","PHI","1.0","0.0","0%","2.9","132","410","49","116","6","40","1","48",".283",".371",".383",".754","","","","","","","","","","","","",2011
"23","Giancarlo Stanton","FLA","1.0","0.0","0%","4.1","150","516","79","135","34","87","5","70",".262",".356",".537",".893","","","","","","","","","","","","",2011
"1","Buster Posey","SFG","422.0","27.0","94%","7.6","148","530","78","178","24","103","1","69",".336",".408",".549",".957","","","","","","","","","","","","",2012
"2","Ryan Braun","MIL","285.0","3.0","64%","6.9","154","598","108","191","41","112","30","63",".319",".391",".595",".987","","","","","","","","","","","","",2012
"3","Andrew McCutchen","PIT","245.0","0.0","55%","6.9","157","593","107","194","31","96","20","70",".327",".400",".553",".953","","","","","","","","","","","","",2012
"4","Yadier Molina","STL","241.0","2.0","54%","7.2","138","505","65","159","22","76","12","45",".315",".373",".501",".874","","","","","","","","","","","","",2012
"5","Chase Headley","SDP","127.0","0.0","28%","6.4","161","604","95","173","31","115","17","86",".286",".376",".498",".875","","","","","","","","","","","","",2012
"6","Adam LaRoche","WSN","86.0","0.0","19%","4.2","154","571","76","155","33","100","1","67",".271",".343",".510",".853","","","","","","","","","","","","",2012
"6","David Wright","NYM","86.0","0.0","19%","7.1","156","581","91","178","21","93","15","81",".306",".391",".492",".883","","","","","","","","","","","","",2012
"8","Craig Kimbrel","ATL","73.0","0.0","16%","3.2","59","0","0","0","0","0","0","0","","","","","3","1","1.01","0.654","63","0","42","62.2","27","3","14","116",2012
"9","Aramis Ramirez","MIL","47.0","0.0","10%","5.6","149","570","92","171","27","105","9","44",".300",".360",".540",".901","","","","","","","","","","","","",2012
"10","Jay Bruce","CIN","46.0","0.0","10%","2.2","155","560","89","141","34","99","9","62",".252",".327",".514",".841","","","","","","","","","","","","",2012
"11","Matt Holliday","STL","34.0","0.0","8%","4.0","157","599","95","177","27","102","4","75",".295",".379",".497",".877","","","","","","","","","","","","",2012
"12","Aroldis Chapman","CIN","20.0","0.0","4%","3.4","65","0","0","0","0","0","0","0","","","","","5","5","1.51","0.809","68","0","38","71.2","35","4","23","122",2012
"13","Brandon Phillips","CIN","18.0","0.0","4%","4.0","147","580","86","163","18","77","15","28",".281",".321",".429",".750","","","","","","","","","","","","",2012
"14","R.A. Dickey","NYM","16.0","0.0","4%","5.8","33","72","3","11","0","3","0","0",".153",".164",".153",".317","20","6","2.73","1.053","34","33","0","233.2","192","24","54","230",2012
"14","Joey Votto","CIN","16.0","0.0","4%","5.9","111","374","59","126","14","56","5","94",".337",".474",".567","1.041","","","","","","","","","","","","",2012
"16","Ian Desmond","WSN","15.0","0.0","3%","3.4","130","513","72","150","25","73","21","30",".292",".335",".511",".845","","","","","","","","","","","","",2012
"16","Clayton Kershaw","LAD","15.0","0.0","3%","6.8","32","58","2","12","0","2","0","2",".207",".230",".224",".454","14","9","2.53","1.023","33","33","0","227.2","170","16","63","229",2012
"18","Michael Bourn","ATL","12.0","0.0","3%","6.0","155","624","96","171","9","57","42","70",".274",".348",".391",".739","","","","","","","","","","","","",2012
"19","Allen Craig","STL","10.0","0.0","2%","2.4","119","469","76","144","22","92","2","37",".307",".354",".522",".876","","","","","","","","","","","","",2012
"20","Gio Gonzalez","WSN","8.0","0.0","2%","4.8","31","64","2","6","1","4","0","1",".094",".106",".156",".262","21","8","2.89","1.129","32","32","0","199.1","149","9","76","207",2012
"20","Kris Medlen","ATL","8.0","0.0","2%","4.5","46","33","3","4","0","2","0","4",".121",".216",".152",".368","10","1","1.57","0.913","50","12","1","138.0","103","6","23","120",2012
"20","Martin Prado","ATL","8.0","0.0","2%","5.4","156","617","81","186","10","70","17","58",".301",".359",".438",".796","","","","","","","","","","","","",2012
"20","Alfonso Soriano","CHC","8.0","0.0","2%","1.9","151","561","68","147","32","108","6","44",".262",".322",".499",".821","","","","","","","","","","","","",2012
"24","Giancarlo Stanton","MIA","7.0","0.0","2%","5.4","123","449","75","130","37","86","6","46",".290",".361",".608",".969","","","","","","","","","","","","",2012
"24","Ryan Zimmerman","WSN","7.0","0.0","2%","3.9","145","578","93","163","25","95","5","57",".282",".346",".478",".824","","","","","","","","","","","","",2012
"26","Carlos Beltran","STL","6.0","0.0","1%","3.9","151","547","83","147","32","97","13","65",".269",".346",".495",".842","","","","","","","","","","","","",2012
"26","Aaron Hill","ARI","6.0","0.0","1%","5.1","156","609","93","184","26","85","14","52",".302",".360",".522",".882","","","","","","","","","","","","",2012
"28","Jason Heyward","ATL","4.0","0.0","1%","5.5","158","587","93","158","27","82","21","58",".269",".335",".479",".814","","","","","","","","","","","","",2012
"28","Carlos Ruiz","PHI","4.0","0.0","1%","4.6","114","372","56","121","16","68","4","29",".325",".394",".540",".935","","","","","","","","","","","","",2012
"30","Johnny Cueto","CIN","2.0","0.0","0%","4.8","32","67","3","6","0","2","0","0",".090",".090",".104",".194","19","9","2.78","1.171","33","33","0","217.0","205","15","49","170",2012
"30","Bryce Harper","WSN","2.0","0.0","0%","5.2","139","533","98","144","22","59","18","56",".270",".340",".477",".817","","","","","","","","","","","","",2012
"32","Chipper Jones","ATL","1.0","0.0","0%","2.8","112","387","58","111","14","62","1","57",".287",".377",".455",".832","","","","","","","","","","","","",2012
"32","Miguel Montero","ARI","1.0","0.0","0%","4.5","141","486","65","139","15","88","0","73",".286",".391",".438",".829","","","","","","","","","","","","",2012
"32","Angel Pagan","SFG","1.0","0.0","0%","4.2","154","605","95","174","8","56","29","48",".288",".338",".440",".778","","","","","","","","","","","","",2012
"32","Hunter Pence","TOT","1.0","0.0","0%","1.3","160","617","87","156","24","104","5","56",".253",".319",".425",".743","","","","","","","","","","","","",2012
"1","Andrew McCutchen","PIT","409.0","28.0","97%","7.8","157","583","97","185","21","84","27","78",".317",".404",".508",".911","","","","","","","","","","","","",2013
"2","Paul Goldschmidt","ARI","242.0","0.0","58%","6.3","160","602","103","182","36","125","15","99",".302",".401",".551",".952","","","","","","","","","","","","",2013
"3","Yadier Molina","STL","219.0","2.0","52%","6.2","136","505","68","161","12","80","3","30",".319",".359",".477",".836","","","","","","","","","","","","",2013
"4","Matt Carpenter","STL","194.0","0.0","46%","6.6","157","626","126","199","11","78","3","72",".318",".392",".481",".873","","","","","","","","","","","","",2013
"5","Freddie Freeman","ATL","154.0","0.0","37%","5.3","147","551","89","176","23","109","1","66",".319",".396",".501",".897","","","","","","","","","","","","",2013
"6","Joey Votto","CIN","149.0","0.0","35%","6.6","162","581","101","177","24","73","6","135",".305",".435",".491",".926","","","","","","","","","","","","",2013
"7","Clayton Kershaw","LAD","146.0","0.0","35%","8.6","35","77","8","14","1","10","0","5",".182",".241",".260",".501","16","9","1.83","0.915","33","33","0","236.0","164","11","52","232",2013
"8","Hanley Ramirez","LAD","58.0","0.0","14%","5.2","86","304","62","105","20","57","10","27",".345",".402",".638","1.040","","","","","","","","","","","","",2013
"9","Carlos Gomez","MIL","43.0","0.0","10%","7.6","147","536","80","152","24","73","40","37",".284",".338",".506",".843","","","","","","","","","","","","",2013
"10","Jay Bruce","CIN","30.0","0.0","7%","5.2","160","626","89","164","30","109","7","63",".262",".329",".478",".807","","","","","","","","","","","","",2013
"11","Craig Kimbrel","ATL","27.0","0.0","6%","3.1","65","0","0","0","0","0","0","0","","","","","4","3","1.21","0.881","68","0","50","67.0","39","4","20","98",2013
"12","Shin-Soo Choo","CIN","23.0","0.0","5%","4.6","154","569","107","162","21","54","20","112",".285",".423",".462",".885","","","","","","","","","","","","",2013
"13","Jayson Werth","WSN","20.0","0.0","5%","4.6","129","462","84","147","25","82","10","60",".318",".398",".532",".931","","","","","","","","","","","","",2013
"14","Andrelton Simmons","ATL","14.0","0.0","3%","5.8","157","606","76","150","17","59","6","40",".248",".296",".396",".692","","","","","","","","","","","","",2013
"15","Yasiel Puig","LAD","10.0","0.0","2%","4.7","104","382","66","122","19","42","11","36",".319",".391",".534",".925","","","","","","","","","","","","",2013
"16","Hunter Pence","SFG","7.0","0.0","2%","3.8","162","629","91","178","27","99","22","52",".283",".339",".483",".822","","","","","","","","","","","","",2013
"17","Troy Tulowitzki","COL","5.0","0.0","1%","5.0","126","446","72","139","25","82","1","57",".312",".391",".540",".931","","","","","","","","","","","","",2013
"18","Allen Craig","STL","4.0","0.0","1%","2.7","134","508","71","160","13","97","2","40",".315",".373",".457",".830","","","","","","","","","","","","",2013
"18","Adrian Gonzalez","LAD","4.0","0.0","1%","3.8","157","583","69","171","22","100","1","47",".293",".342",".461",".803","","","","","","","","","","","","",2013
"20","Michael Cuddyer","COL","3.0","0.0","1%","2.1","130","489","74","162","20","84","10","46",".331",".389",".530",".919","","","","","","","","","","","","",2013
"20","Buster Posey","SFG","3.0","0.0","1%","5.3","148","520","61","153","15","72","2","60",".294",".371",".450",".821","","","","","","","","","","","","",2013
"20","Adam Wainwright","STL","3.0","0.0","1%","6.5","32","71","4","15","0","6","0","0",".211",".208",".268",".476","19","9","2.94","1.068","34","34","0","241.2","223","15","35","219",2013
"23","Matt Holliday","STL","2.0","0.0","0%","2.6","141","520","103","156","22","94","6","69",".300",".389",".490",".879","","","","","","","","","","","","",2013
"24","Russell Martin","PIT","1.0","0.0","0%","4.1","127","438","51","99","15","55","9","58",".226",".327",".377",".703","","","","","","","","","","","","",2013
"1","Clayton Kershaw","LAD","355.0","18.0","85%","8.2","26","63","5","11","0","3","1","4",".175",".235",".206",".442","21","3","1.77","0.857","27","27","0","198.1","139","9","31","239",2014
"2","Giancarlo Stanton","MIA","298.0","8.0","71%","6.5","145","539","89","155","37","105","13","94",".288",".395",".555",".950","","","","","","","","","","","","",2014
"3","Andrew McCutchen","PIT","271.0","4.0","65%","6.4","146","548","89","172","25","83","18","84",".314",".410",".542",".952","","","","","","","","","","","","",2014
"4","Jonathan Lucroy","MIL","167.0","0.0","40%","6.4","153","585","73","176","13","69","4","66",".301",".373",".465",".837","","","","","","","","","","","","",2014
"5","Anthony Rendon","WSN","155.0","0.0","37%","6.5","153","613","111","176","21","83","17","58",".287",".351",".473",".824","","","","","","","","","","","","",2014
"6","Buster Posey","SFG","152.0","0.0","36%","5.1","147","547","72","170","22","89","0","47",".311",".364",".490",".854","","","","","","","","","","","","",2014
"7","Adrian Gonzalez","LAD","57.0","0.0","14%","4.4","159","591","83","163","27","116","1","56",".276",".335",".482",".817","","","","","","","","","","","","",2014
"8","Adam Wainwright","STL","53.0","0.0","13%","6.4","30","72","4","13","0","6","0","3",".181",".213",".222",".436","20","9","2.38","1.031","32","32","0","227.0","184","10","50","179",2014
"9","Josh Harrison","PIT","52.0","0.0","12%","5.6","143","520","77","164","13","52","18","22",".315",".347",".490",".837","","","","","","","","","","","","",2014
"10","Anthony Rizzo","CHC","37.0","0.0","9%","5.6","140","524","89","150","32","78","5","73",".286",".386",".527",".913","","","","","","","","","","","","",2014
"11","Hunter Pence","SFG","34.0","0.0","8%","4.0","162","650","106","180","20","74","13","52",".277",".332",".445",".777","","","","","","","","","","","","",2014
"12","Johnny Cueto","CIN","22.0","0.0","5%","6.6","32","68","3","9","0","3","0","2",".132",".157",".132",".289","20","9","2.25","0.960","34","34","0","243.2","169","22","65","242",2014
"13","Russell Martin","PIT","21.0","0.0","5%","5.7","111","379","45","110","11","67","4","59",".290",".402",".430",".832","","","","","","","","","","","","",2014
"14","Matt Holliday","STL","17.0","0.0","4%","3.3","156","574","83","156","20","90","4","74",".272",".370",".441",".811","","","","","","","","","","","","",2014
"14","Jhonny Peralta","STL","17.0","0.0","4%","5.8","157","560","61","147","21","75","3","58",".263",".336",".443",".779","","","","","","","","","","","","",2014
"16","Carlos Gomez","MIL","13.0","0.0","3%","4.7","148","574","95","163","23","73","34","47",".284",".356",".477",".833","","","","","","","","","","","","",2014
"17","Justin Upton","ATL","10.0","0.0","2%","3.1","154","566","77","153","29","102","8","60",".270",".342",".491",".833","","","","","","","","","","","","",2014
"18","Jayson Werth","WSN","9.0","0.0","2%","4.2","147","534","85","156","16","82","9","83",".292",".394",".455",".849","","","","","","","","","","","","",2014
"19","Yasiel Puig","LAD","8.0","0.0","2%","4.9","148","558","92","165","16","69","11","67",".296",".382",".480",".863","","","","","","","","","","","","",2014
"19","Denard Span","WSN","8.0","0.0","2%","4.3","147","610","94","184","5","37","31","50",".302",".355",".416",".771","","","","","","","","","","","","",2014
"21","Devin Mesoraco","CIN","5.0","0.0","1%","4.9","114","384","54","105","25","80","1","41",".273",".359",".534",".893","","","","","","","","","","","","",2014
"22","Lucas Duda","NYM","3.0","0.0","1%","3.8","153","514","74","130","30","92","3","69",".253",".349",".481",".830","","","","","","","","","","","","",2014
"23","Freddie Freeman","ATL","2.0","0.0","0%","3.0","162","607","93","175","18","78","3","90",".288",".386",".461",".847","","","","","","","","","","","","",2014
"23","Justin Morneau","COL","2.0","0.0","0%","3.4","135","502","62","160","17","82","0","34",".319",".364",".496",".860","","","","","","","","","","","","",2014
"25","Dee Strange-Gordon","LAD","1.0","0.0","0%","3.5","148","609","92","176","2","34","64","31",".289",".326",".378",".704","","","","","","","","","","","","",2014
"25","Troy Tulowitzki","COL","1.0","0.0","0%","5.7","91","315","71","107","21","52","1","50",".340",".432",".603","1.035","","","","","","","","","","","","",2014
"1","Bryce Harper","WSN","420.0","30.0","100%","9.7","153","521","118","172","42","99","6","124",".330",".460",".649","1.109","","","","","","","","","","","","",2015
"2","Paul Goldschmidt","ARI","234.0","0.0","56%","8.3","159","567","103","182","33","110","21","118",".321",".435",".570","1.005","","","","","","","","","","","","",2015
"3","Joey Votto","CIN","175.0","0.0","42%","7.8","158","545","95","171","29","80","11","143",".314",".459",".541","1.000","","","","","","","","","","","","",2015
"4","Anthony Rizzo","CHC","162.0","0.0","39%","6.4","160","586","94","163","31","101","17","78",".278",".387",".512",".899","","","","","","","","","","","","",2015
"5","Andrew McCutchen","PIT","139.0","0.0","33%","5.0","157","566","91","165","23","96","11","98",".292",".401",".488",".889","","","","","","","","","","","","",2015
"6","Jake Arrieta","CHC","134.0","0.0","32%","8.6","30","79","5","12","2","2","0","1",".152",".163",".266",".428","22","6","1.77","0.865","33","33","0","229.0","150","10","48","236",2015
"7","Zack Greinke","LAD","130.0","0.0","31%","9.5","30","67","8","15","2","3","1","1",".224",".232",".343",".575","19","3","1.66","0.844","32","32","0","222.2","148","14","40","200",2015
"8","Nolan Arenado","COL","102.0","0.0","24%","6.3","157","616","97","177","42","130","2","34",".287",".323",".575",".898","","","","","","","","","","","","",2015
"9","Buster Posey","SFG","84.0","0.0","20%","5.9","150","557","74","177","19","95","2","56",".318",".379",".470",".849","","","","","","","","","","","","",2015
"10","Clayton Kershaw","LAD","49.0","0.0","12%","7.3","31","71","2","9","0","2","0","2",".127",".162",".155",".317","16","7","2.13","0.881","33","33","0","232.2","163","15","42","301",2015
"11","Kris Bryant","CHC","34.0","0.0","8%","5.3","151","559","87","154","26","99","13","77",".275",".369",".488",".858","","","","","","","","","","","","",2015
"12","Matt Carpenter","STL","26.0","0.0","6%","5.0","154","574","101","156","28","84","4","81",".272",".365",".505",".871","","","","","","","","","","","","",2015
"13","Yoenis Céspedes","NYM","24.0","0.0","6%","2.1","57","230","39","66","17","44","4","14",".287",".337",".604",".942","","","","","","","","","","","","",2015
"14","AJ Pollock","ARI","21.0","0.0","5%","6.9","157","609","111","192","20","76","39","53",".315",".367",".498",".865","","","","","","","","","","","","",2015
"15","Jason Heyward","STL","15.0","0.0","4%","6.9","154","547","79","160","13","60","23","56",".293",".359",".439",".797","","","","","","","","","","","","",2015
"16","Dee Strange-Gordon","MIA","6.0","0.0","1%","4.3","145","615","88","205","4","46","58","25",".333",".359",".418",".776","","","","","","","","","","","","",2015
"17","Trevor Rosenthal","STL","5.0","0.0","1%","2.6","64","1","0","0","0","0","0","0",".000",".000",".000",".000","2","4","2.10","1.267","68","0","48","68.2","62","3","25","83",2015
"18","Curtis Granderson","NYM","4.0","0.0","1%","5.1","157","580","98","150","26","70","11","91",".259",".364",".457",".821","","","","","","","","","","","","",2015
"19","Gerrit Cole","PIT","3.0","0.0","1%","4.5","30","60","5","9","0","2","0","2",".150",".177",".150",".327","19","8","2.60","1.091","32","32","0","208.0","183","11","44","202",2015
"19","Adrian Gonzalez","LAD","3.0","0.0","1%","4.6","156","571","76","157","28","90","0","62",".275",".350",".480",".830","","","","","","","","","","","","",2015
"1","Kris Bryant","CHC","415.0","29.0","99%","7.3","155","603","121","176","39","102","8","75",".292",".385",".554",".939","","","","","","","","","","","","",2016
"2","Daniel Murphy","WSN","245.0","1.0","58%","4.5","142","531","88","184","25","104","5","35",".347",".390",".595",".985","","","","","","","","","","","","",2016
"3","Corey Seager","LAD","240.0","0.0","57%","5.2","157","627","105","193","26","72","3","54",".308",".365",".512",".877","","","","","","","","","","","","",2016
"4","Anthony Rizzo","CHC","202.0","0.0","48%","5.8","155","583","94","170","32","109","3","74",".292",".385",".544",".928","","","","","","","","","","","","",2016
"5","Nolan Arenado","COL","199.0","0.0","47%","5.9","160","618","116","182","41","133","2","68",".294",".362",".570",".932","","","","","","","","","","","","",2016
"6","Freddie Freeman","ATL","129.0","0.0","31%","6.3","158","589","102","178","34","91","6","89",".302",".400",".569",".968","","","","","","","","","","","","",2016
"7","Joey Votto","CIN","100.0","0.0","24%","4.2","158","556","101","181","29","97","8","108",".326",".434",".550",".985","","","","","","","","","","","","",2016
"8","Yoenis Céspedes","NYM","45.0","0.0","11%","3.0","132","479","72","134","31","86","3","51",".280",".354",".530",".884","","","","","","","","","","","","",2016
"9","Justin Turner","LAD","44.0","0.0","10%","5.0","151","556","79","153","27","90","4","48",".275",".339",".493",".832","","","","","","","","","","","","",2016
"10","Max Scherzer","WSN","39.0","0.0","9%","6.4","33","70","4","13","0","12","0","2",".186",".208",".200",".408","20","7","2.96","0.968","34","34","0","228.1","165","31","56","284",2016
"11","Paul Goldschmidt","ARI","18.0","0.0","4%","5.0","158","579","106","172","24","95","32","110",".297",".411",".489",".899","","","","","","","","","","","","",2016
"12","Brandon Crawford","SFG","15.0","0.0","4%","5.5","155","553","67","152","12","84","7","57",".275",".342",".430",".772","","","","","","","","","","","","",2016
"13","Jean Segura","ARI","14.0","0.0","3%","6.4","153","637","102","203","20","64","33","39",".319",".368",".499",".867","","","","","","","","","","","","",2016
"14","Buster Posey","SFG","11.0","0.0","3%","4.9","146","539","82","155","14","80","6","64",".288",".362",".434",".796","","","","","","","","","","","","",2016
"15","DJ LeMahieu","COL","8.0","0.0","2%","5.3","146","552","104","192","11","66","11","66",".348",".416",".495",".911","","","","","","","","","","","","",2016
"16","Madison Bumgarner","SFG","7.0","0.0","2%","5.7","35","86","8","16","3","9","0","10",".186",".268",".360",".629","15","9","2.74","1.028","34","34","0","226.2","179","26","54","251",2016
"17","Jeurys Familia","NYM","6.0","0.0","1%","1.8","74","0","0","0","0","0","0","0","","","","","3","4","2.55","1.210","78","0","51","77.2","63","1","31","84",2016
"17","Wilson Ramos","WSN","6.0","0.0","1%","3.0","131","482","58","148","22","80","0","35",".307",".354",".496",".850","","","","","","","","","","","","",2016
"19","Addison Russell","CHC","5.0","0.0","1%","3.7","151","525","67","125","21","95","5","55",".238",".321",".417",".738","","","","","","","","","","","","",2016
"19","Noah Syndergaard","NYM","5.0","0.0","1%","5.7","29","58","6","11","3","6","0","7",".190",".277",".397",".673","14","9","2.60","1.149","31","30","0","183.2","168","11","43","218",2016
"19","Christian Yelich","MIA","5.0","0.0","1%","4.9","155","578","78","172","21","98","9","72",".298",".376",".483",".859","","","","","","","","","","","","",2016
"22","Yasmani Grandal","LAD","4.0","0.0","1%","3.0","126","390","49","89","27","72","1","64",".228",".339",".477",".816","","","","","","","","","","","","",2016
"23","Ryan Braun","MIL","2.0","0.0","0%","4.3","135","511","80","156","30","91","16","46",".305",".365",".538",".903","","","","","","","","","","","","",2016
