"Rank","Name","Tm","Vote Pts","1st Place","Share","WAR","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G","GS","SV","IP","H","HR","BB","SO","Year"
"1","Frank Schulte","CHC","29.0","","45%","5.2","154","577","105","173","21","107","23","76",".300",".384",".534",".918","","","","","","","","","","","","",1911
"2","Christy Mathewson","NYG","25.0","","39%","7.8","45","112","12","22","0","12","2","5",".196",".237",".214",".452","26","13","1.99","1.111","45","37","3","307.0","303","5","38","141",1911
"3","Pete Alexander","PHI","23.0","","36%","7.7","50","138","12","24","0","9","1","2",".174",".186",".225",".410","28","13","2.57","1.128","48","37","3","367.0","285","5","129","227",1911
"3","Larry Doyle","NYG","23.0","","36%","5.2","143","526","102","163","13","77","38","71",".310",".397",".527",".924","","","","","","","","","","","","",1911
"3","Honus Wagner","PIT","23.0","","36%","6.6","130","473","87","158","9","89","20","67",".334",".423",".507",".930","","","","","","","","","","","","",1911
"6","Miller Huggins","STL","21.0","","33%","3.7","138","509","106","133","1","24","37","96",".261",".385",".312",".697","","","","","","","","","","","","",1911
"7","Rube Marquard","NYG","19.0","","30%","6.1","45","104","9","17","1","10","0","2",".163",".187",".240",".427","24","7","2.50","1.178","45","33","3","277.2","221","9","106","237",1911
"7","Fred Merkle","NYG","19.0","","30%","3.7","149","541","80","153","12","84","49","43",".283",".342",".431",".773","","","","","","","","","","","","",1911
"9","Jake Daubert","BRO","16.0","","25%","3.5","149","573","89","176","5","45","32","51",".307",".366",".391",".757","","","","","","","","","","","","",1911
"10","Jack Meyers","NYG","11.0","","17%","3.0","133","391","48","130","1","61","7","25",".332",".392",".432",".824","","","","","","","","","","","","",1911
"10","Joe Tinker","CHC","11.0","","17%","4.4","144","536","61","149","4","69","30","39",".278",".327",".390",".717","","","","","","","","","","","","",1911
"12","Mike Mitchell","CIN","9.0","","14%","3.2","142","529","74","154","2","84","35","44",".291",".348",".427",".775","","","","","","","","","","","","",1911
"12","Jimmy Sheckard","CHC","9.0","0.0","14%","5.0","156","539","121","149","4","50","32","147",".276",".434",".388",".822","","","","","","","","","","","","",1911
"14","Mickey Doolin","PHI","6.0","0.0","9%","1.7","146","512","51","122","1","49","14","44",".238",".301",".313",".614","","","","","","","","","","","","",1911
"14","Bob Harmon","STL","6.0","0.0","9%","3.3","51","111","7","17","0","3","2","11",".153",".236",".207",".443","23","16","3.13","1.353","51","41","4","348.0","290","10","181","144",1911
"16","Jimmy Archer","CHC","5.0","0.0","8%","1.7","116","387","41","98","4","41","5","18",".253",".288",".357",".645","","","","","","","","","","","","",1911
"17","Bob Bescher","CIN","4.0","0.0","6%","2.9","153","599","106","165","1","45","81","102",".275",".385",".367",".753","","","","","","","","","","","","",1911
"17","Mordecai Brown","CHC","4.0","0.0","6%","4.1","53","91","8","23","0","6","0","6",".253",".299",".319",".618","21","11","2.80","1.193","53","27","13","270.0","267","5","55","129",1911
"17","George Gibson","PIT","4.0","0.0","6%","0.2","100","311","32","65","0","19","3","29",".209",".281",".260",".541","","","","","","","","","","","","",1911
"17","Hans Lobert","PHI","4.0","0.0","6%","3.2","147","541","94","154","9","72","40","66",".285",".368",".405",".772","","","","","","","","","","","","",1911
"21","Bill Sweeney","BSN","3.0","0.0","5%","2.3","137","523","92","164","3","63","33","77",".314",".404",".417",".820","","","","","","","","","","","","",1911
"22","Josh Devore","NYG","2.0","0.0","3%","2.0","149","565","96","158","3","50","61","81",".280",".376",".365",".740","","","","","","","","","","","","",1911
"22","Dick Hoblitzell","CIN","2.0","0.0","3%","2.7","158","622","81","180","11","91","32","42",".289",".342",".415",".757","","","","","","","","","","","","",1911
"22","Otto Knabe","PHI","2.0","0.0","3%","1.4","142","528","99","125","1","42","23","94",".237",".352",".294",".646","","","","","","","","","","","","",1911
"22","Ed Konetchy","STL","2.0","0.0","3%","5.2","158","571","90","165","6","88","27","81",".289",".384",".433",".816","","","","","","","","","","","","",1911
"22","Jimmy Walsh","PHI","2.0","0.0","3%","-0.1","94","289","29","78","1","31","5","21",".270",".324",".370",".694","0","1","13.50","3.000","1","0","0","2.2","7","1","1","1",1911
"27","Babe Adams","PIT","1.0","0.0","2%","6.7","40","103","9","26","0","10","0","3",".252",".274",".320",".594","22","12","2.33","1.006","40","37","0","293.1","253","5","42","133",1911
"27","Johnny Kling","TOT","1.0","0.0","2%","0.0","102","321","40","68","3","29","1","38",".212",".295",".293",".588","","","","","","","","","","","","",1911
"27","Fred Luderus","PHI","1.0","0.0","2%","3.5","146","551","69","166","16","99","6","40",".301",".353",".472",".825","","","","","","","","","","","","",1911
"27","Nap Rucker","BRO","1.0","0.0","2%","8.7","48","104","6","21","1","9","0","3",".202",".224",".288",".513","22","18","2.71","1.156","48","33","4","315.2","255","12","110","190",1911
"1","Larry Doyle","NYG","48.0","","75%","5.0","143","558","98","184","10","91","36","56",".330",".393",".471",".864","","","","","","","","","","","","",1912
"2","Honus Wagner","PIT","43.0","","67%","8.0","145","558","91","181","7","101","26","59",".324",".395",".496",".891","","","","","","","","","","","","",1912
"3","Jack Meyers","NYG","25.0","","39%","4.4","126","371","60","133","6","60","8","47",".358",".441",".477",".918","","","","","","","","","","","","",1912
"4","Joe Tinker","CHC","22.0","","34%","3.4","142","550","80","155","0","77","25","38",".282",".331",".351",".681","","","","","","","","","","","","",1912
"5","Bob Bescher","CIN","17.0","","27%","3.7","145","548","120","154","4","38","67","83",".281",".381",".396",".777","","","","","","","","","","","","",1912
"6","Bill Sweeney","BSN","16.0","","25%","5.3","153","593","84","204","1","99","27","68",".344",".416",".445",".861","","","","","","","","","","","","",1912
"6","Heinie Zimmerman","CHC","16.0","","25%","7.1","145","557","95","207","14","104","23","38",".372",".418",".571",".989","","","","","","","","","","","","",1912
"8","Jake Daubert","BRO","13.0","","20%","3.3","145","559","81","172","3","66","29","48",".308",".369",".415",".784","","","","","","","","","","","","",1912
"8","Rube Marquard","NYG","13.0","","20%","6.1","43","96","14","21","0","10","2","7",".219",".279",".240",".518","26","11","2.57","1.242","43","38","1","294.2","286","9","80","175",1912
"8","Owen Wilson","PIT","13.0","","20%","4.0","152","583","80","175","11","94","16","35",".300",".342",".513",".855","","","","","","","","","","","","",1912
"11","Otto Knabe","PHI","10.0","","16%","0.8","126","426","56","120","0","46","16","55",".282",".366",".326",".693","","","","","","","","","","","","",1912
"12","Ed Konetchy","STL","8.0","","13%","3.8","143","538","81","169","8","82","25","62",".314",".389",".455",".844","","","","","","","","","","","","",1912
"12","Christy Mathewson","NYG","8.0","","13%","8.2","43","110","14","29","0","12","2","6",".264",".308",".318",".626","23","12","2.12","1.113","43","34","5","310.0","311","5","34","134",1912
"14","Dode Paskert","PHI","6.0","0.0","9%","3.7","145","540","102","170","2","43","36","91",".315",".420",".413",".833","","","","","","","","","","","","",1912
"14","Jeff Tesreau","NYG","6.0","0.0","9%","4.8","36","82","1","12","0","7","0","4",".146",".186",".207",".393","17","7","1.96","1.165","36","28","1","243.0","177","2","106","119",1912
"16","Miller Huggins","STL","5.0","0.0","8%","2.6","120","431","82","131","0","29","35","87",".304",".422",".357",".779","","","","","","","","","","","","",1912
"16","Red Murray","NYG","5.0","0.0","8%","1.8","143","549","82","152","3","88","38","27",".277",".320",".413",".734","","","","","","","","","","","","",1912
"18","Armando Marsans","CIN","4.0","0.0","6%","1.6","110","416","59","132","1","38","35","20",".317",".353",".404",".757","","","","","","","","","","","","",1912
"18","Fred Merkle","NYG","4.0","0.0","6%","2.2","129","479","82","148","11","88","37","42",".309",".374",".449",".823","","","","","","","","","","","","",1912
"20","Johnny Evers","CHC","2.0","0.0","3%","6.0","143","478","73","163","1","61","16","74",".341",".431",".441",".873","","","","","","","","","","","","",1912
"20","Claude Hendrix","PIT","2.0","0.0","3%","6.1","46","121","25","39","1","15","1","3",".322",".339",".529",".868","24","9","2.59","1.251","39","32","1","288.2","256","6","105","176",1912
"22","Pete Alexander","PHI","1.0","0.0","2%","6.3","46","102","7","19","2","13","0","6",".186",".231",".284",".516","19","17","2.81","1.270","46","34","3","310.1","289","11","105","195",1912
"22","Jimmy Archer","CHC","1.0","0.0","2%","2.5","120","385","35","109","5","61","7","22",".283",".330",".384",".715","","","","","","","","","","","","",1912
"1","Jake Daubert","BRO","50.0","","78%","4.0","139","508","76","178","2","52","25","44",".350",".405",".423",".829","","","","","","","","","","","","",1913
"2","Gavvy Cravath","PHI","40.0","","63%","5.7","147","525","78","179","19","128","10","55",".341",".407",".568",".974","","","","","","","","","","","","",1913
"3","Rabbit Maranville","BSN","23.0","","36%","1.8","143","571","68","141","2","48","25","68",".247",".330",".308",".638","","","","","","","","","","","","",1913
"4","Christy Mathewson","NYG","21.0","","33%","7.1","40","103","7","19","0","9","1","8",".184",".243",".184",".428","25","11","2.06","1.020","40","35","2","306.0","291","8","21","93",1913
"5","Jack Meyers","NYG","20.0","","31%","4.0","120","378","37","118","3","47","7","37",".312",".387",".410",".797","","","","","","","","","","","","",1913
"6","Vic Saier","CHC","15.0","","23%","3.7","149","519","94","150","14","92","26","62",".289",".370",".480",".850","","","","","","","","","","","","",1913
"7","Larry Cheney","CHC","12.0","","19%","4.4","56","104","6","20","0","7","0","10",".192",".270",".221",".491","21","14","2.57","1.210","54","36","11","305.0","271","7","98","136",1913
"8","Dots Miller","PIT","11.0","","17%","2.1","154","580","75","158","7","90","20","37",".272",".317",".419",".736","","","","","","","","","","","","",1913
"8","Honus Wagner","PIT","11.0","","17%","2.9","114","413","51","124","3","56","21","26",".300",".349",".385",".734","","","","","","","","","","","","",1913
"10","Johnny Evers","CHC","10.0","","16%","3.2","136","446","81","127","3","49","11","50",".285",".361",".372",".733","","","","","","","","","","","","",1913
"11","Tom Seaton","PHI","9.0","","14%","5.2","52","110","8","12","1","2","0","6",".109",".155",".155",".310","27","12","2.60","1.235","52","35","1","322.1","262","6","136","168",1913
"12","Art Fletcher","NYG","7.0","0.0","11%","4.6","136","538","76","160","4","71","32","24",".297",".345",".390",".735","","","","","","","","","","","","",1913
"13","Jimmy Archer","CHC","6.0","0.0","9%","2.6","111","368","38","98","2","44","4","19",".266",".311",".359",".670","","","","","","","","","","","","",1913
"13","Mickey Doolin","PHI","6.0","0.0","9%","-0.5","151","518","32","113","1","43","17","29",".218",".262",".270",".533","","","","","","","","","","","","",1913
"13","Bill Sweeney","BSN","6.0","0.0","9%","0.3","139","502","65","129","0","47","18","66",".257",".347",".315",".662","","","","","","","","","","","","",1913
"13","Jim Viox","PIT","6.0","0.0","9%","3.9","137","492","86","156","2","65","14","64",".317",".399",".427",".826","","","","","","","","","","","","",1913
"17","Larry Doyle","NYG","5.0","0.0","8%","3.4","132","482","67","135","5","73","38","59",".280",".364",".388",".752","","","","","","","","","","","","",1913
"17","Tillie Shafer","NYG","5.0","0.0","8%","2.9","138","508","74","146","5","52","32","61",".287",".369",".398",".767","","","","","","","","","","","","",1913
"19","Otto Knabe","PHI","4.0","0.0","6%","1.6","148","571","70","150","2","53","14","45",".263",".320",".342",".661","","","","","","","","","","","","",1913
"19","Red Murray","NYG","4.0","0.0","6%","0.9","147","520","70","139","2","59","35","34",".267",".320",".331",".650","","","","","","","","","","","","",1913
"19","Heinie Zimmerman","CHC","4.0","0.0","6%","4.6","127","447","69","140","9","95","18","41",".313",".379",".490",".868","","","","","","","","","","","","",1913
"22","Babe Adams","PIT","3.0","0.0","5%","9.3","43","114","13","33","0","13","0","1",".289",".296",".377",".673","21","10","2.15","1.020","43","37","0","313.2","271","7","49","144",1913
"22","George Cutshaw","BRO","3.0","0.0","5%","3.4","147","592","72","158","7","80","39","39",".267",".315",".385",".701","","","","","","","","","","","","",1913
"24","George Burns","NYG","2.0","0.0","3%","2.1","150","605","81","173","2","54","40","58",".286",".352",".370",".723","","","","","","","","","","","","",1913
"24","Bert Humphries","CHC","2.0","0.0","3%","2.8","28","62","8","12","0","3","0","6",".194",".275",".210",".485","16","4","2.69","1.066","28","20","1","181.0","169","10","24","61",1913
"24","Armando Marsans","CIN","2.0","0.0","3%","0.5","118","435","49","129","0","38","37","17",".297",".327",".340",".668","","","","","","","","","","","","",1913
"27","Mordecai Brown","CIN","1.0","0.0","2%","1.6","39","54","2","11","0","3","0","1",".204",".218",".241",".459","11","12","2.91","1.258","39","16","6","173.1","174","7","44","41",1913
"1","Johnny Evers","BSN","50.0","","78%","4.9","139","491","81","137","1","40","12","87",".279",".390",".338",".728","","","","","","","","","","","","",1914
"2","Rabbit Maranville","BSN","44.0","","69%","5.0","156","586","74","144","4","78","28","45",".246",".306",".326",".632","","","","","","","","","","","","",1914
"3","Bill James","BSN","33.0","","52%","8.3","49","129","9","33","0","9","0","0",".256",".262",".279",".541","26","7","1.90","1.140","46","37","3","332.1","261","7","118","156",1914
"4","George Burns","NYG","31.0","","48%","6.5","154","561","100","170","3","60","62","89",".303",".403",".417",".820","","","","","","","","","","","","",1914
"5","Dots Miller","STL","18.0","","28%","4.1","155","573","67","166","4","88","16","34",".290",".339",".393",".732","","","","","","","","","","","","",1914
"6","Jeff Tesreau","NYG","15.0","","23%","5.7","42","117","9","28","0","11","0","4",".239",".264",".299",".564","26","10","2.37","1.135","42","41","1","322.1","238","8","128","189",1914
"7","Sherry Magee","PHI","14.0","","22%","4.8","146","544","96","171","15","103","25","55",".314",".380",".509",".890","","","","","","","","","","","","",1914
"7","Dick Rudolph","BSN","14.0","","22%","6.1","43","120","10","15","0","8","1","11",".125",".205",".175",".380","26","10","2.35","1.038","42","36","0","336.1","288","9","61","138",1914
"9","Zack Wheat","BRO","10.0","","16%","4.9","145","533","66","170","9","89","20","47",".319",".377",".452",".830","","","","","","","","","","","","",1914
"10","Pete Alexander","PHI","9.0","","14%","9.1","48","137","18","32","0","7","0","3",".234",".255",".255",".511","27","15","2.38","1.135","46","39","1","355.0","327","8","76","214",1914
"11","Roger Bresnahan","CHC","6.0","0.0","9%","2.5","101","248","42","69","0","24","14","49",".278",".401",".351",".752","","","","","","","","","","","","",1914
"11","Lee Magee","STL","6.0","0.0","9%","2.8","142","529","59","150","2","40","36","42",".284",".337",".353",".691","","","","","","","","","","","","",1914
"13","Bill Doak","STL","5.0","0.0","8%","5.1","36","85","3","10","0","3","0","3",".118",".148",".153",".301","19","6","1.72","1.094","36","33","1","256.0","193","2","87","118",1914
"13","Art Fletcher","NYG","5.0","0.0","8%","4.4","135","514","62","147","2","79","15","22",".286",".332",".379",".711","","","","","","","","","","","","",1914
"13","Jim Viox","PIT","5.0","0.0","8%","2.3","143","506","52","134","1","57","9","63",".265",".351",".326",".677","","","","","","","","","","","","",1914
"16","Jake Daubert","BRO","4.0","0.0","6%","2.7","126","474","89","156","6","45","25","30",".329",".375",".432",".808","","","","","","","","","","","","",1914
"16","Christy Mathewson","NYG","4.0","0.0","6%","1.2","41","105","8","23","0","4","4","11",".219",".293",".267",".560","24","13","3.00","1.080","41","35","2","312.0","314","16","23","80",1914
"16","Vic Saier","CHC","4.0","0.0","6%","4.2","153","537","87","129","18","72","19","94",".240",".357",".415",".773","","","","","","","","","","","","",1914
"16","Charles Schmidt","BSN","4.0","0.0","6%","1.6","147","537","67","153","1","71","14","43",".285",".350",".356",".706","","","","","","","","","","","","",1914
"20","Lew McCarty","BRO","3.0","0.0","5%","1.0","90","284","20","72","1","30","1","14",".254",".293",".327",".621","","","","","","","","","","","","",1914
"21","Heinie Groh","CIN","2.0","0.0","3%","3.6","139","455","59","131","2","32","24","64",".288",".391",".358",".749","","","","","","","","","","","","",1914
"22","Tommy Clarke","CIN","1.0","0.0","2%","1.7","113","313","30","82","2","25","6","31",".262",".332",".367",".700","","","","","","","","","","","","",1914
"22","Gavvy Cravath","PHI","1.0","0.0","2%","4.0","149","499","76","149","19","100","14","83",".299",".402",".499",".901","","","","","","","","","","","","",1914
"1","Dazzy Vance","BRO","74.0","","93%","10.3","35","106","7","16","2","11","0","10",".151",".231",".208",".438","28","6","2.16","1.022","35","34","0","308.1","238","11","77","262",1924
"2","Rogers Hornsby","STL","62.0","","78%","12.3","143","536","121","227","25","94","5","89",".424",".507",".696","1.203","","","","","","","","","","","","",1924
"3","Frankie Frisch","NYG","40.0","","50%","7.5","145","603","121","198","7","69","22","56",".328",".387",".468",".855","","","","","","","","","","","","",1924
"3","Zack Wheat","BRO","40.0","","50%","6.8","141","566","92","212","14","97","3","49",".375",".428",".549",".978","","","","","","","","","","","","",1924
"5","Ross Youngs","NYG","35.0","","44%","5.9","133","526","112","187","10","74","11","77",".356",".441",".521",".962","","","","","","","","","","","","",1924
"6","George Kelly","NYG","34.0","","43%","4.9","144","571","91","185","21","136","7","38",".324",".371",".531",".902","","","","","","","","","","","","",1924
"7","Rabbit Maranville","PIT","33.0","","41%","3.6","152","594","62","158","2","71","18","35",".266",".307",".399",".706","","","","","","","","","","","","",1924
"8","Kiki Cuyler","PIT","25.0","","31%","4.7","117","466","94","165","9","85","32","30",".354",".402",".539",".940","","","","","","","","","","","","",1924
"9","Jack Fournier","BRO","21.0","","26%","6.4","154","563","93","188","27","116","7","83",".334",".428",".536",".965","","","","","","","","","","","","",1924
"10","Edd Roush","CIN","12.0","","15%","3.1","121","483","67","168","3","72","17","22",".348",".376",".501",".877","","","","","","","","","","","","",1924
"11","Glenn Wright","PIT","10.0","","13%","5.7","153","616","80","177","7","111","14","27",".287",".318",".425",".744","","","","","","","","","","","","",1924
"12","Andy High","BRO","9.0","0.0","11%","4.9","144","582","98","191","6","61","3","57",".328",".390",".448",".838","","","","","","","","","","","","",1924
"13","Babe Pinelli","CIN","7.0","0.0","9%","2.9","144","510","61","156","0","70","23","32",".306",".353",".365",".718","","","","","","","","","","","","",1924
"14","Rube Bressler","CIN","6.0","0.0","8%","2.8","115","383","41","133","4","49","9","22",".347",".389",".483",".872","","","","","","","","","","","","",1924
"15","Burleigh Grimes","BRO","5.0","0.0","6%","3.0","40","124","11","37","0","7","1","5",".298",".331",".323",".653","22","13","3.82","1.423","38","36","1","310.2","351","15","91","135",1924
"15","Gabby Hartnett","CHC","5.0","0.0","6%","3.6","111","354","56","106","16","67","10","39",".299",".377",".523",".899","","","","","","","","","","","","",1924
"17","Jim Bottomley","STL","4.0","0.0","5%","2.5","137","528","87","167","14","111","5","35",".316",".362",".500",".862","","","","","","","","","","","","",1924
"18","Max Carey","PIT","3.0","0.0","4%","4.1","149","599","113","178","8","55","49","58",".297",".366",".417",".783","","","","","","","","","","","","",1924
"18","Travis Jackson","NYG","3.0","0.0","4%","4.1","151","596","81","180","11","76","6","21",".302",".326",".428",".754","","","","","","","","","","","","",1924
"18","Jimmy Johnston","BRO","3.0","0.0","4%","1.2","86","315","51","94","2","29","5","27",".298",".356",".365",".721","","","","","","","","","","","","",1924
"21","Emil Yde","PIT","2.0","0.0","3%","3.4","50","88","8","21","1","9","0","0",".239",".239",".352",".591","16","3","2.83","1.201","33","22","0","194.0","171","3","62","53",1924
"22","Pete Alexander","CHC","1.0","0.0","1%","2.1","21","65","3","15","1","10","0","2",".231",".254",".308",".561","12","5","3.03","1.228","21","20","0","169.1","183","9","25","33",1924
"22","Hank DeBerry","BRO","1.0","0.0","1%","0.1","77","218","20","53","3","26","0","20",".243",".307",".358",".665","","","","","","","","","","","","",1924
"22","Eppa Rixey","CIN","1.0","0.0","1%","5.2","35","84","10","18","1","7","0","4",".214",".258",".298",".556","15","14","2.76","1.116","35","29","1","238.1","219","4","47","57",1924
"22","Cy Williams","PHI","1.0","0.0","1%","4.2","148","558","101","183","24","93","7","67",".328",".403",".552",".955","","","","","","","","","","","","",1924
"1","Rogers Hornsby","STL","73.0","","91%","10.3","138","504","133","203","39","143","5","83",".403",".489",".756","1.245","","","","","","","","","","","","",1925
"2","Kiki Cuyler","PIT","61.0","","76%","6.8","153","617","144","220","18","102","41","58",".357",".423",".598","1.021","","","","","","","","","","","","",1925
"3","George Kelly","NYG","52.0","","65%","3.8","147","586","87","181","20","99","5","35",".309",".350",".471",".821","","","","","","","","","","","","",1925
"4","Glenn Wright","PIT","43.0","","54%","4.4","153","614","97","189","18","121","3","31",".308",".341",".480",".822","","","","","","","","","","","","",1925
"5","Dazzy Vance","BRO","42.0","","53%","5.8","31","98","8","14","3","11","0","8",".143",".215",".265",".480","22","9","3.53","1.180","31","31","0","265.1","247","8","66","221",1925
"6","Dave Bancroft","BSN","41.0","","51%","5.2","128","479","75","153","2","49","7","64",".319",".400",".426",".826","","","","","","","","","","","","",1925
"7","Jim Bottomley","STL","28.0","","35%","5.6","153","619","92","227","21","128","3","47",".367",".413",".578",".992","","","","","","","","","","","","",1925
"8","Pie Traynor","PIT","27.0","","34%","3.6","150","591","114","189","6","106","15","52",".320",".377",".464",".840","","","","","","","","","","","","",1925
"9","Frankie Frisch","NYG","13.0","","16%","4.1","120","502","89","166","11","48","21","32",".331",".374",".472",".846","","","","","","","","","","","","",1925
"10","Edd Roush","CIN","12.0","","15%","3.3","134","540","91","183","8","83","22","35",".339",".383",".494",".878","","","","","","","","","","","","",1925
"11","Max Carey","PIT","11.0","","14%","4.4","133","542","109","186","5","44","46","66",".343",".418",".491",".909","","","","","","","","","","","","",1925
"12","Irish Meusel","NYG","6.0","0.0","8%","3.3","135","516","82","169","21","111","5","26",".328",".363",".548",".912","","","","","","","","","","","","",1925
"13","Charlie Grimm","CHC","5.0","0.0","6%","0.8","141","519","73","159","10","76","4","38",".306",".354",".439",".793","","","","","","","","","","","","",1925
"13","Dolf Luque","CIN","5.0","0.0","6%","6.8","37","102","7","26","2","11","0","3",".255",".283",".363",".646","16","18","2.63","1.172","36","36","0","291.0","263","7","78","140",1925
"15","Pete Donohue","CIN","4.0","0.0","5%","6.9","43","109","13","32","1","12","0","4",".294",".325",".367",".692","21","14","3.08","1.193","42","38","2","301.0","310","3","49","78",1925
"15","Bubbles Hargrave","CIN","4.0","0.0","5%","0.5","87","273","28","82","2","33","4","25",".300",".361",".414",".775","","","","","","","","","","","","",1925
"15","Zack Wheat","BRO","4.0","0.0","5%","5.1","150","616","125","221","14","103","3","45",".359",".403",".541",".944","","","","","","","","","","","","",1925
"18","George Harper","PHI","3.0","0.0","4%","3.4","132","495","86","173","18","97","10","28",".349",".391",".558",".949","","","","","","","","","","","","",1925
"18","Heinie Sand","PHI","3.0","0.0","4%","0.1","148","496","69","138","3","55","1","64",".278",".364",".385",".749","","","","","","","","","","","","",1925
"20","Doc Gautreau","BSN","2.0","0.0","3%","0.4","68","279","45","73","0","23","11","35",".262",".346",".330",".676","","","","","","","","","","","","",1925
"21","Vic Aldridge","PIT","1.0","0.0","1%","3.8","30","86","3","20","1","10","0","0",".233",".233",".267",".500","15","7","3.63","1.369","30","26","0","213.1","218","15","74","88",1925
"1","Bob O'Farrell","STL","79.0","","99%","3.9","147","492","63","144","7","68","1","61",".293",".371",".433",".804","","","","","","","","","","","","",1926
"2","Hughie Critz","CIN","60.0","","75%","3.6","155","607","96","164","3","79","7","39",".270",".316",".371",".687","","","","","","","","","","","","",1926
"3","Ray Kremer","PIT","32.0","","40%","6.5","37","83","14","21","1","14","0","1",".253",".262",".361",".623","20","6","2.61","1.176","37","26","5","231.1","221","9","51","74",1926
"4","Tommy Thevenow","STL","30.0","","38%","2.8","156","563","64","144","2","63","8","27",".256",".291",".311",".602","","","","","","","","","","","","",1926
"5","Hack Wilson","CHC","25.0","","31%","5.4","142","529","97","170","21","109","10","69",".321",".406",".539",".944","","","","","","","","","","","","",1926
"6","Les Bell","STL","24.0","","30%","4.6","155","581","85","189","17","100","9","54",".325",".383",".518",".901","","","","","","","","","","","","",1926
"6","Bubbles Hargrave","CIN","24.0","","30%","3.7","105","326","42","115","6","62","2","25",".353",".406",".525",".930","","","","","","","","","","","","",1926
"8","Flint Rhem","STL","20.0","","25%","2.2","34","96","11","18","1","12","0","4",".188",".220",".229",".449","20","7","3.21","1.225","34","34","0","258.0","241","12","75","72",1926
"9","Dave Bancroft","BSN","17.0","","21%","4.3","127","453","70","141","1","44","3","64",".311",".399",".384",".783","","","","","","","","","","","","",1926
"9","Freddie Lindstrom","NYG","17.0","","21%","3.0","140","543","90","164","9","76","11","39",".302",".351",".420",".771","","","","","","","","","","","","",1926
"11","Hal Carlson","PHI","16.0","","20%","8.7","38","96","13","23","0","13","0","7",".240",".298",".313",".611","17","12","3.23","1.272","35","34","0","267.1","293","9","47","55",1926
"12","Paul Waner","PIT","15.0","","19%","5.4","144","536","101","180","8","79","11","66",".336",".413",".528",".941","","","","","","","","","","","","",1926
"13","Pie Traynor","PIT","14.0","","18%","3.1","152","574","83","182","3","92","8","38",".317",".361",".436",".796","","","","","","","","","","","","",1926
"14","Wally Pipp","CIN","12.0","","15%","2.6","155","574","72","167","6","99","8","49",".291",".352",".413",".765","","","","","","","","","","","","",1926
"15","Eddie Brown","BSN","10.0","","13%","3.4","153","612","71","201","2","84","5","23",".328",".355",".415",".770","","","","","","","","","","","","",1926
"16","Babe Herman","BRO","8.0","0.0","10%","2.9","137","496","64","158","11","81","8","44",".319",".375",".500",".875","","","","","","","","","","","","",1926
"16","Charlie Root","CHC","8.0","0.0","10%","4.8","42","91","8","13","1","7","0","2",".143",".179",".187",".366","18","17","2.82","1.213","42","32","2","271.1","267","10","62","127",1926
"18","Rogers Hornsby","STL","7.0","0.0","9%","4.5","134","527","96","167","11","93","3","61",".317",".388",".463",".851","","","","","","","","","","","","",1926
"19","Pete Alexander","TOT","5.0","0.0","6%","3.3","30","65","2","13","0","6","0","2",".200",".224",".246",".470","12","10","3.05","1.108","30","23","2","200.1","191","8","31","47",1926
"19","Johnny Butler","BRO","5.0","0.0","6%","1.5","147","501","54","135","1","68","6","54",".269",".346",".349",".696","","","","","","","","","","","","",1926
"19","Billy Southworth","TOT","5.0","0.0","6%","4.2","135","507","99","162","16","99","14","33",".320",".365",".497",".862","","","","","","","","","","","","",1926
"22","Carl Mays","CIN","4.0","0.0","5%","4.4","39","98","12","22","0","8","0","3",".224",".248",".327",".574","19","12","3.14","1.206","39","33","1","281.0","286","3","53","58",1926
"23","George Kelly","NYG","2.0","0.0","3%","3.1","136","499","70","151","13","80","4","36",".303",".352",".445",".797","","","","","","","","","","","","",1926
"24","Curt Walker","CIN","1.0","0.0","1%","3.8","155","571","83","175","6","78","3","60",".306",".372",".450",".823","","","","","","","","","","","","",1926
"1","Paul Waner","PIT","72.0","","90%","7.0","155","623","114","237","9","131","5","60",".380",".437",".549",".986","","","","","","","","","","","","",1927
"2","Frankie Frisch","STL","66.0","","83%","9.4","153","617","112","208","10","78","48","43",".337",".387",".472",".858","","","","","","","","","","","","",1927
"3","Rogers Hornsby","NYG","54.0","","68%","10.2","155","568","133","205","26","125","9","86",".361",".448",".586","1.035","","","","","","","","","","","","",1927
"4","Charlie Root","CHC","46.0","","58%","3.1","48","122","15","27","0","8","0","4",".221",".252",".287",".539","26","15","3.76","1.337","48","36","2","309.0","296","16","117","145",1927
"5","Travis Jackson","NYG","42.0","","53%","5.3","127","469","67","149","14","98","8","32",".318",".363",".486",".849","","","","","","","","","","","","",1927
"6","Lloyd Waner","PIT","25.0","","31%","2.9","150","629","133","223","2","27","14","37",".355",".396",".410",".806","","","","","","","","","","","","",1927
"7","Pie Traynor","PIT","18.0","","23%","4.1","149","573","93","196","5","106","11","22",".342",".370",".455",".825","","","","","","","","","","","","",1927
"8","Jesse Haines","STL","16.0","","20%","5.2","38","114","6","23","0","8","0","3",".202",".222",".228",".450","24","10","2.72","1.164","38","36","1","300.2","273","11","77","89",1927
"9","Ray Kremer","PIT","14.0","","18%","6.7","35","83","3","14","2","10","0","2",".169",".188",".253",".441","19","8","2.47","1.142","35","28","1","226.0","205","9","53","63",1927
"10","Gabby Hartnett","CHC","12.0","","15%","3.6","127","449","56","132","10","80","2","44",".294",".361",".454",".815","","","","","","","","","","","","",1927
